1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
362秒,1,内科‐内分泌科,3,2,2,3,3,3,1,4,4,2,4,5,5,5,4,4,3,4,5,4,4,3,4,4,2,1,5,4,2,4,4,4,4,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,2,5,2,1,3,3,2
287秒,1,外科‐移植专科,2,2,1,3,2,2,4,3,4,2,4,4,3,4,3,4,3,3,5,4,4,4,4,4,2,1,4,3,3,4,4,2,4,2,4,4,4,3,3,4,4,2,4,4,4,3,4,4,3,4,3,4,4,4,3,3,3,3,4,3,3,4,4,4,4,4,2,2,2,5,2,3,3,3,2,2,3,3,3,3,3,3,2,3,2,2,3,3,3
309秒,1,外科‐其他,1,2,1,3,2,2,1,3,4,1,5,5,4,4,2,3,1,5,1,4,4,2,4,4,2,2,4,4,2,5,5,2,4,2,2,2,3,2,4,2,2,4,4,4,2,2,2,1,2,4,1,5,4,1,3,3,2,1,4,2,2,3,3,3,4,3,2,2,2,3,2,2,3,2,1,3,2,1,3,3,2,1,1,2,2,1,1,1,1
1464秒,1,内科‐内分泌科,4,2,2,3,3,5,4,4,5,1,5,5,5,5,2,5,1,5,1,4,5,1,5,5,1,1,5,5,2,4,5,1,5,1,3,4,3,4,4,4,3,2,3,3,2,3,3,3,3,3,1,4,3,3,3,1,4,1,2,1,1,3,4,4,1,2,4,1,3,1,1,3,2,3,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1
346秒,1,外科‐神经外科,3,2,2,3,3,3,2,4,4,3,5,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,3,4,3,4,4,4,3,3,3,3,2,3,4,3,4,3,4,4,3,4,4,2,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
329秒,1,外科‐移植专科,2,2,2,3,2,3,2,5,5,2,5,5,5,5,5,5,5,5,2,5,5,2,5,5,5,5,5,5,1,5,5,1,5,4,2,2,4,5,5,4,5,2,3,5,2,5,2,2,3,2,3,5,5,5,3,3,1,2,5,4,1,1,3,4,4,4,1,1,1,3,2,4,2,4,2,2,1,2,3,3,1,1,1,1,1,1,1,1,1
393秒,1,外科‐移植专科,3,2,2,3,3,4,2,4,4,3,5,5,5,5,5,5,5,5,3,4,5,3,4,5,2,4,5,4,2,4,4,2,4,3,2,2,2,4,4,3,4,4,4,4,3,4,2,2,4,4,2,4,4,4,3,3,4,3,3,2,2,2,3,3,3,3,1,2,1,3,3,2,2,3,2,2,2,2,2,1,2,1,1,3,3,1,2,2,2
388秒,1,内科‐血液内科,2,2,1,3,2,2,3,4,4,2,4,4,4,4,2,3,4,4,4,4,4,3,4,4,2,2,4,4,2,4,4,2,4,2,2,2,2,3,3,3,2,3,3,4,3,4,2,2,2,4,2,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,1,3,2,2,2,2,2,2,3,1,2,2,3,3,2,2,1,1,1
1898秒,1,其他科室‐健康管理中心,2,2,2,3,2,3,1,5,4,1,5,5,5,5,5,4,1,5,1,5,4,4,5,5,1,1,5,4,1,5,4,1,5,3,2,2,5,4,3,1,5,5,2,5,1,5,2,2,5,5,4,5,5,5,4,3,4,4,1,4,1,4,4,4,1,3,1,1,5,1,1,1,3,3,2,2,1,3,2,1,3,5,3,1,2,1,1,1,1
398秒,1,其他科室‐耳鼻咽喉科,4,2,2,3,3,4,1,1,1,1,5,5,5,5,1,5,1,5,5,5,5,1,5,5,1,1,5,5,1,4,5,1,5,1,1,1,4,4,5,4,3,1,2,5,2,1,2,4,3,5,2,4,4,4,3,3,3,3,3,1,1,3,3,4,4,3,2,3,4,4,3,4,2,2,2,3,3,3,3,2,1,1,1,2,2,2,3,2,2
327秒,1,外科‐神经外科,4,2,2,3,3,5,2,3,4,3,4,4,4,4,2,4,1,5,3,4,4,2,4,4,4,4,4,4,4,4,4,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,3,4,3,3,3,3,3,3,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2012秒,1,内科‐肾脏内科,3,2,2,3,3,4,2,4,4,2,5,4,5,4,4,4,2,4,4,4,5,3,4,4,2,2,4,3,2,4,4,2,4,4,2,2,2,4,4,2,2,2,2,4,2,3,2,2,2,2,2,4,4,4,3,4,3,3,5,4,3,5,4,3,5,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,4,3,3,3
447秒,2,其他科室‐肿瘤科,3,2,2,4,3,4,1,3,4,1,5,5,5,5,4,3,1,4,4,4,4,3,4,4,4,3,5,3,2,4,4,3,4,3,2,2,2,4,4,4,4,4,4,4,4,2,2,4,4,4,3,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
714秒,1,其他科室‐健康管理中心,3,2,2,3,3,4,4,4,4,3,4,4,4,4,2,4,3,4,2,4,4,3,4,4,2,3,4,3,3,4,4,2,4,3,3,3,3,2,3,3,4,3,4,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,3,4,3,3,4,3,4,4,4,3,3,4,4,4,4,4,4,3,3,3,2,1,2,3,3,4,4,2,3,3,3
437秒,1,外科‐其他,2,2,2,3,2,3,2,4,4,1,5,5,5,5,5,5,5,5,2,5,5,2,5,5,1,1,5,5,1,5,5,1,5,2,2,2,2,5,3,1,2,2,2,5,2,4,2,2,1,3,1,5,5,5,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1
1348秒,1,内科‐心血管内科,2,2,2,3,2,3,2,4,4,1,5,5,5,5,5,4,1,5,4,5,4,2,4,5,1,1,1,5,1,5,5,1,5,1,1,1,3,5,4,3,4,1,5,5,1,1,1,1,2,5,2,4,5,4,5,5,3,4,5,3,2,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,3,2,3,4,4,4,4,3,3,3,5,2,3
347秒,1,内科‐血液内科,2,2,2,3,2,3,1,4,4,1,5,5,5,5,4,4,3,4,2,4,4,4,4,5,1,1,5,3,2,3,5,5,5,1,2,3,3,2,3,3,2,2,4,4,4,4,4,4,4,4,2,3,3,3,1,3,2,3,4,3,1,5,4,2,4,4,1,2,2,1,1,4,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1
274秒,1,妇产科‐妇产科,4,2,2,4,3,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,4,4,2,5,5,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
823秒,1,内科‐呼吸内科,4,2,2,3,3,5,2,4,5,1,5,5,5,5,2,4,1,4,4,5,4,2,4,5,2,1,4,4,1,4,4,2,4,2,3,2,2,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,3,2,2,2,3,4,3,4,3,3,4,3,2,3,3,4,3,3,3,2,2,4,3,4,3,3,2,2,3,3,2
363秒,1,外科‐肝胆胰外科,3,2,2,4,3,4,3,4,4,2,4,4,4,4,2,4,2,4,3,4,4,3,4,4,3,2,4,4,2,4,4,2,4,3,2,3,3,3,3,2,2,2,4,4,4,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
1155秒,1,妇产科‐妇产科,3,2,2,3,3,4,3,4,5,1,5,5,5,5,5,4,5,4,2,5,5,3,4,4,4,4,4,4,1,5,5,5,5,3,3,4,3,4,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,2,4,3,3,3,3,4,3,3,2,2,2,1,3,2,2,3,3,1,1,1,1
453秒,1,妇产科‐妇产科,4,2,2,3,3,5,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,4,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5
731秒,1,外科‐移植专科,4,2,2,4,3,5,1,5,4,1,5,5,5,5,1,4,1,5,1,5,5,3,4,5,1,1,5,5,1,5,5,1,5,2,1,1,2,4,5,1,1,1,1,5,2,1,1,1,1,1,1,5,5,4,4,4,3,5,5,3,3,5,5,5,5,3,3,2,2,5,5,5,5,5,5,5,3,3,2,5,5,5,5,5,5,5,5,5,5
1668秒,1,其他科室‐健康管理中心,5,2,2,3,3,6,1,5,4,1,5,5,5,5,2,4,1,5,2,5,5,2,4,4,1,1,5,4,1,4,4,2,4,2,1,1,1,5,5,2,2,1,1,5,1,3,1,1,1,3,3,3,4,3,3,3,3,3,2,4,2,4,4,3,4,4,3,3,3,1,3,1,3,3,3,3,1,2,3,1,3,3,3,3,2,2,2,1,2
612秒,1,其他科室‐健康管理中心,3,2,2,3,3,3,3,3,4,3,3,4,4,4,3,4,2,4,4,4,4,4,4,4,2,2,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
323秒,1,外科‐移植专科,3,2,2,4,3,4,1,5,5,1,5,5,5,5,1,5,1,5,2,5,5,1,5,5,1,1,5,4,1,4,4,1,5,1,1,1,1,5,5,1,1,1,1,5,1,3,1,1,1,4,1,4,5,1,5,1,1,2,3,1,1,3,4,2,4,2,1,1,1,2,2,3,2,2,2,2,1,1,1,2,1,1,1,3,1,1,1,2,1
477秒,1,内科‐其他,4,2,2,4,3,4,1,4,5,1,5,5,5,5,1,5,1,5,4,4,5,3,4,5,1,1,5,4,1,5,5,1,5,1,1,1,3,4,4,2,3,1,3,4,1,2,2,2,2,4,2,4,5,4,3,3,3,2,5,3,3,5,3,5,5,5,5,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2
497秒,1,外科‐其他,2,2,1,3,2,3,2,3,4,2,4,4,4,4,4,4,1,4,3,4,4,3,4,4,1,2,4,4,1,4,4,3,4,2,2,3,3,3,4,4,4,2,4,4,2,3,2,2,3,3,4,2,4,2,4,2,3,2,4,2,3,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,3,3,2,4,4,3,3,2,3,3,3,3,3
265秒,1,外科‐肝胆胰外科,1,2,1,3,1,2,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,2,4,4,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
316秒,1,其他科室‐ICU,3,2,2,4,3,4,3,2,4,3,4,4,5,4,4,4,3,4,3,4,3,3,4,4,3,2,4,4,2,4,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,2,3,3,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
275秒,1,外科‐移植专科,2,2,2,3,3,3,3,5,5,1,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,3,5,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,2,5,5,5,4,3,2,2,5,4,2,5,5,4,5,5,1,2,1,3,2,3,2,3,2,2,2,2,3,3,3,4,3,3,3,3,3,3,3
479秒,1,内科‐其他,2,2,2,3,2,3,1,5,5,1,5,5,5,5,5,5,1,5,1,5,5,1,5,5,1,1,5,4,1,4,5,1,5,1,1,2,1,5,5,1,1,1,1,5,1,5,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
550秒,1,外科‐其他,3,2,2,3,3,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
480秒,1,内科‐内分泌科,3,2,2,4,3,4,1,4,4,1,5,5,5,5,1,5,1,4,2,5,5,2,5,5,1,2,5,4,2,4,4,1,5,1,2,2,2,4,4,2,2,3,2,4,2,3,2,2,4,4,3,4,4,4,3,3,4,4,4,4,1,4,4,4,4,3,4,3,4,4,4,4,3,4,3,3,3,2,2,3,3,3,2,4,2,2,2,2,2
359秒,1,其他科室‐ICU,3,2,2,3,3,5,2,4,4,2,4,5,4,4,4,3,1,4,3,4,4,3,4,4,2,1,4,3,2,3,4,2,4,1,2,2,4,3,4,2,3,3,4,4,3,3,2,3,2,3,3,3,4,4,3,3,3,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3
392秒,1,外科‐整形美容外科,4,2,2,3,3,4,2,4,4,2,5,5,5,5,2,3,2,5,4,5,4,2,4,4,2,2,4,3,2,4,4,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
685秒,1,其他科室‐其他,3,2,2,3,3,4,2,4,4,2,2,4,4,4,3,2,2,3,3,4,4,4,4,4,2,2,4,4,1,4,4,1,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,4,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,4,3,3,3,3,3,2,3,2,3,1,3,3,2,3,3,1,3,1,2
626秒,1,其他科室‐健康管理中心,5,2,2,4,3,6,4,4,3,3,3,4,4,5,4,4,5,5,5,4,4,4,3,4,4,4,3,4,4,5,4,1,5,5,1,5,3,3,3,3,3,3,3,3,4,3,2,2,2,4,1,5,3,3,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2
814秒,1,其他科室‐健康管理中心,5,2,2,4,3,6,1,4,4,1,4,5,5,5,2,5,1,5,5,4,4,4,4,4,2,2,5,4,2,4,4,2,4,1,1,2,4,5,3,2,2,1,2,5,1,4,1,1,2,1,2,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,3,3,3,3,3,3,3,2,4,5,5,5,4,4,3,4,4
558秒,2,其他科室‐ICU,3,2,2,3,3,3,1,3,4,2,5,4,4,5,2,3,1,4,4,4,4,4,4,5,2,2,5,4,2,4,4,2,4,2,2,2,2,4,3,2,2,2,3,4,3,3,3,2,2,3,2,3,3,3,5,4,4,4,4,3,2,5,3,4,4,4,5,2,3,5,4,5,2,3,2,4,3,3,5,2,4,2,1,5,3,1,1,4,1
579秒,1,其他科室‐健康管理中心,3,2,2,3,3,4,1,5,4,3,3,5,5,5,4,3,3,5,3,5,3,5,4,4,1,2,5,4,3,4,4,1,3,3,4,4,3,4,4,1,1,1,1,4,3,3,3,1,3,5,3,3,2,2,5,3,3,3,1,1,1,3,3,4,3,2,3,1,3,2,4,1,3,3,4,4,3,4,3,1,3,3,2,2,1,1,1,1,1
700秒,1,外科‐其他,4,2,2,3,3,6,4,4,4,2,4,4,4,5,2,3,2,4,2,4,4,4,4,4,2,2,5,3,2,4,4,2,3,4,2,2,4,3,3,3,3,2,3,4,2,3,2,3,3,3,2,3,4,3,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,3,5,5,4,4,5,4,2,1,2,2,4,5,5,4,3,3,3,3,3
778秒,1,外科‐其他,4,2,2,3,3,5,2,5,5,2,5,5,5,5,2,5,1,4,4,5,5,4,5,5,2,1,5,4,1,3,5,1,5,1,1,1,5,5,5,1,4,1,3,1,1,2,2,1,2,3,3,2,4,4,4,3,3,3,5,3,2,5,3,5,5,4,2,3,2,3,3,3,3,3,2,3,3,2,3,1,2,2,3,3,3,1,2,1,1
986秒,1,外科‐神经外科,3,2,1,3,3,4,2,3,4,2,5,5,4,4,3,4,1,4,4,4,3,2,4,4,1,2,5,3,2,4,4,2,3,2,2,3,2,4,3,2,2,2,4,4,3,2,2,2,4,5,4,4,4,2,5,4,3,4,5,3,3,4,4,5,3,4,2,3,3,4,3,4,4,4,3,3,4,3,3,3,3,3,2,3,2,2,2,2,2
441秒,1,其他科室‐急诊科,3,2,2,3,3,4,2,4,5,1,5,5,5,5,3,2,2,4,3,5,5,4,3,3,2,2,4,2,2,2,4,3,2,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,5,3,3,3,5,3,3,4,5,5,5,4,5,4,4,3,3,3,3,3,3,2,2,2,2,1,1,1,2,2,2,1,1,1,1
756秒,1,外科‐整形美容外科,3,2,2,3,3,4,2,4,4,2,4,4,4,4,2,4,2,4,2,4,4,4,4,4,2,2,4,4,2,4,4,2,4,2,2,2,2,4,3,2,2,2,2,4,2,4,2,2,2,2,2,4,4,4,3,3,3,4,4,1,1,3,3,3,2,3,1,1,4,3,2,3,2,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1
490秒,1,内科‐血液内科,1,2,1,3,2,2,2,3,4,2,4,4,4,5,2,4,2,4,3,4,4,3,4,4,2,1,4,3,1,4,4,1,4,1,2,2,3,4,3,3,2,2,3,3,2,3,2,2,2,2,2,4,4,2,3,3,3,3,4,3,2,3,3,2,3,3,1,1,1,3,1,3,2,2,2,2,2,2,3,3,2,2,1,1,2,2,1,1,1
393秒,1,外科‐整形美容外科,3,2,2,3,3,4,2,4,5,1,5,5,5,5,1,5,1,5,2,5,5,2,5,5,2,2,5,5,2,5,5,1,5,2,2,2,2,5,5,1,1,2,2,5,2,2,2,2,2,5,1,5,5,2,4,3,3,3,3,2,1,3,3,1,3,3,2,1,2,2,1,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
355秒,1,其他科室‐ICU,2,2,2,3,2,2,4,3,5,2,4,4,4,4,4,4,2,4,4,4,3,3,3,5,1,2,4,3,3,5,4,2,4,2,3,3,4,3,3,2,4,2,4,4,3,3,3,2,3,4,3,4,4,3,3,3,3,3,5,3,3,5,4,3,4,4,2,2,2,5,2,5,3,3,2,3,3,3,3,5,3,1,1,5,4,1,3,2,3
1340秒,1,外科‐整形美容外科,1,2,1,3,1,1,1,5,4,2,4,5,5,5,1,4,4,5,2,5,4,1,4,4,1,1,4,4,2,5,5,1,5,2,2,2,2,5,5,2,2,2,4,4,4,4,2,2,2,4,2,2,2,2,3,3,3,3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3180秒,1,其他科室‐健康管理中心,3,2,2,3,2,3,2,4,4,4,4,4,4,3,4,4,1,4,3,4,4,3,4,4,1,2,4,4,2,4,4,2,4,3,2,2,2,4,4,2,3,2,2,3,2,3,2,2,3,2,2,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
355秒,1,外科‐神经外科,4,2,2,3,3,5,1,2,4,2,4,4,4,4,1,3,2,4,4,4,3,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1047秒,1,外科‐其他,6,2,2,2,2,6,1,5,5,1,5,5,5,5,1,4,1,5,3,5,5,1,5,5,1,1,5,5,1,5,5,1,5,3,1,1,2,5,5,1,3,1,1,4,1,5,5,2,2,5,2,4,4,4,3,5,4,3,3,2,1,3,3,4,4,3,1,1,3,4,1,2,2,3,2,2,2,1,3,2,1,2,2,2,2,1,2,2,2
612秒,1,内科‐其他,2,2,2,3,2,3,1,5,5,1,5,5,5,5,5,5,1,5,1,5,5,1,5,5,1,1,5,5,1,4,5,1,5,1,1,1,1,5,5,1,1,1,1,5,1,5,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
813秒,1,其他科室‐ICU,3,2,2,3,3,4,3,4,4,2,5,5,5,5,3,4,2,4,3,4,4,3,4,4,2,1,4,4,2,4,4,2,4,2,2,2,2,4,4,2,2,2,2,4,2,3,2,2,3,3,3,4,4,4,3,2,2,3,5,2,2,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,3
8668秒,1,外科‐其他,3,2,2,3,3,4,2,4,5,2,5,4,5,5,2,3,2,5,2,4,5,4,4,4,1,1,5,4,2,5,5,1,5,2,3,2,2,4,4,2,4,4,4,4,2,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
396秒,1,外科‐普外科,3,2,1,3,2,3,1,5,5,1,5,5,5,5,1,5,1,5,2,5,5,1,5,5,1,1,5,4,1,5,5,1,5,1,1,1,5,5,5,1,2,1,1,5,1,3,1,1,1,1,1,5,5,1,4,3,4,2,5,1,1,5,5,2,4,3,1,3,4,4,3,3,2,2,2,2,2,1,2,1,1,3,4,1,1,1,3,1,1
548秒,1,外科‐移植专科,4,2,2,3,3,5,1,4,5,1,5,5,5,5,1,5,1,5,2,5,4,2,5,5,1,1,5,5,1,5,5,1,5,1,1,1,1,5,5,1,1,1,1,5,1,3,1,1,3,3,1,5,5,3,3,3,1,3,3,3,2,3,3,3,3,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1
375秒,1,外科‐神经外科,3,2,2,3,3,4,1,4,5,5,5,5,4,5,4,5,5,5,4,4,4,3,4,5,1,1,4,3,2,4,4,1,4,3,4,3,4,3,4,4,3,2,3,3,3,3,2,2,2,1,2,2,2,3,4,3,5,3,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1309秒,1,妇产科‐妇产科,2,2,1,4,3,2,1,4,4,1,5,5,4,5,1,4,1,4,2,4,4,2,4,4,1,1,5,4,2,5,4,2,4,1,1,2,1,4,4,2,1,1,1,4,1,1,1,1,2,5,1,4,4,2,3,1,2,1,3,2,2,5,4,4,2,2,1,1,2,3,3,2,3,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1
332秒,1,外科‐肝胆胰外科,2,2,2,3,2,2,4,4,4,4,4,5,5,5,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,3,2,3,3,2,2,3,4,2,3,3,4,4,4,4,3,4,3,3,3,3,2,3,3,3,3,3,3,3,4,4,2,4,3,4,3,3,4,4,4,4,4,4,3,3,3,3,3,4,3
469秒,1,内科‐肾脏内科,3,2,2,3,3,3,1,5,5,1,5,5,5,5,1,5,5,5,3,5,5,1,5,5,1,1,5,5,1,5,5,1,5,1,1,3,3,4,4,3,3,1,3,4,2,3,2,2,3,3,2,3,3,3,2,2,2,2,4,2,2,4,3,3,3,3,2,2,2,2,1,4,3,2,2,3,1,2,2,3,1,1,1,1,1,1,1,1,1
367秒,1,外科‐移植专科,5,2,2,3,3,5,4,4,4,1,5,5,5,5,1,4,1,5,1,5,5,4,4,5,1,1,5,4,1,5,5,1,5,1,3,4,5,5,5,4,4,2,4,5,2,3,2,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
654秒,1,其他科室‐健康管理中心,3,2,3,3,3,4,2,3,2,2,4,4,4,4,2,4,2,4,4,4,4,2,4,4,2,2,4,3,2,4,4,2,4,2,2,2,4,4,4,2,4,2,4,4,4,4,2,2,2,4,2,2,4,4,4,4,3,3,5,3,3,4,4,3,3,3,2,2,3,3,3,3,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2
1526秒,1,外科‐普外科,2,2,1,3,2,2,2,5,4,2,4,4,4,4,2,4,2,4,2,4,4,4,3,4,2,2,4,2,2,4,4,2,4,2,2,2,2,4,4,2,2,2,2,4,2,3,2,2,2,2,2,4,4,2,4,2,4,4,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,3,3,2,2,3,3,3,2,3,4,2,2,2,2,3
410秒,1,其他科室‐ICU,2,2,1,3,2,2,4,3,4,2,4,4,4,4,2,3,2,4,4,4,4,4,3,3,2,3,4,3,2,4,3,2,3,2,3,2,3,4,3,4,4,3,3,4,3,3,4,4,3,4,4,4,4,4,3,2,3,3,4,3,3,4,3,2,3,3,3,3,3,3,3,4,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3
671秒,1,其他科室‐健康管理中心,4,2,2,3,2,4,1,4,4,3,5,5,5,5,3,4,5,4,3,5,5,2,3,4,2,2,4,4,2,4,4,1,5,1,2,3,5,4,3,3,2,2,2,3,3,3,2,3,3,3,2,4,4,4,3,3,3,3,2,3,3,4,3,3,3,3,2,1,2,3,3,2,3,3,2,3,3,3,2,1,3,2,2,3,2,1,3,1,1
506秒,1,外科‐泌尿外科,2,2,1,3,2,3,2,5,5,1,5,5,5,5,1,4,1,5,1,5,5,2,5,5,1,1,5,5,1,3,5,1,5,1,1,1,1,5,5,1,4,1,1,5,1,5,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2800秒,1,内科‐心血管内科,3,2,2,3,3,4,2,4,4,2,5,5,5,5,2,4,2,4,3,4,4,3,4,4,2,2,4,4,2,4,4,2,4,2,2,2,4,4,4,2,2,2,2,4,2,3,2,2,3,2,2,4,4,4,2,2,2,2,4,2,2,3,3,3,3,3,3,2,4,3,4,4,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,2
323秒,1,外科‐神经外科,4,2,2,3,3,4,1,5,5,1,5,5,5,5,1,5,1,5,4,5,5,5,5,5,2,1,5,5,1,3,5,1,5,2,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,5,4,4,4,4,5,4,4,3,5,3,3,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,3,2,3,3,4,3,3,3,3,3,3,3,3
4789秒,1,其他科室‐健康管理中心,3,2,2,3,3,4,3,4,4,2,4,4,4,4,2,3,2,4,2,4,4,4,3,4,2,2,4,4,2,4,4,2,4,4,3,4,4,3,3,3,3,3,4,4,3,4,2,3,3,4,2,4,4,4,5,2,5,2,2,2,4,5,5,4,4,5,2,3,4,4,5,2,4,4,4,4,4,3,2,1,3,3,2,2,3,1,2,1,3
